,0,1,2,Label
11024,0,0,0,0
11327,1,1,1,1
33044,1,1,0,0
21598,1,0,0,0
14512,1,1,1,1
13244,1,1,1,1
27156,0,0,0,0
15723,0,0,0,0
13061,0,0,0,0
11045,1,1,1,1
3395,0,0,0,0
1585,0,0,0,0
16345,1,1,1,1
14538,1,1,1,1
19508,0,0,0,0
26140,1,1,1,1
18176,0,0,0,0
27637,0,0,0,0
14412,0,0,0,0
28461,0,0,0,0
2298,0,0,0,0
31023,1,1,1,1
12496,0,0,0,0
24421,1,1,1,1
11293,0,0,0,0
20094,0,0,0,0
15947,1,1,1,1
18185,1,1,0,0
29654,0,1,0,0
15124,0,0,0,0
30602,0,0,0,0
29407,0,0,0,0
3955,1,1,1,1
12299,1,1,1,1
31820,1,1,1,1
3823,0,0,0,0
14074,0,0,0,0
31071,1,1,1,0
6884,1,1,1,1
17526,0,0,0,0
26649,0,0,1,0
2742,1,1,1,1
27864,0,0,0,0
15976,0,0,0,0
14699,0,0,0,0
14583,0,0,0,0
17072,1,1,1,0
10190,0,0,0,0
7047,0,1,0,0
25817,0,1,1,0
19311,1,1,1,0
19214,0,0,0,0
20830,0,0,0,0
8112,1,1,1,1
26646,0,0,0,0
32735,0,1,1,1
32097,0,1,1,0
19936,1,1,1,0
14808,1,0,0,1
1744,1,0,1,1
2137,1,1,1,1
15621,1,1,1,1
12451,1,1,1,1
6438,0,0,0,0
22990,1,1,1,0
30623,1,1,1,1
24044,1,0,1,1
29839,1,1,1,1
8046,0,1,1,0
5010,1,1,1,0
18768,1,1,1,1
8384,1,1,1,0
433,0,0,0,0
978,0,1,1,0
4100,1,1,1,1
3086,1,1,1,1
6872,1,1,1,1
16785,1,1,1,1
20208,1,1,1,1
19912,0,0,0,0
5119,0,0,0,0
12855,1,1,1,1
2856,1,1,1,1
3885,0,0,0,0
21311,0,0,0,0
25278,0,0,0,0
13573,0,0,0,0
31240,0,0,0,0
8330,0,0,0,0
17513,0,0,0,0
5102,0,0,0,0
27574,0,1,0,0
26022,1,1,1,1
9297,0,0,1,0
7750,1,0,0,0
8239,0,0,0,1
29461,1,1,1,1
23449,1,1,1,1
19289,0,0,0,0
1978,0,0,0,0
12297,1,1,1,1
22105,1,1,1,1
27458,1,1,1,1
14006,1,1,1,1
11644,1,1,1,1
31578,0,0,0,0
3850,0,0,0,0
12515,1,0,0,0
16977,1,1,1,1
5352,0,0,0,0
3547,1,0,0,0
12507,0,1,1,1
33228,0,0,0,0
1712,1,1,1,1
25324,1,1,1,1
18270,0,0,0,0
16920,1,1,1,1
10400,1,1,1,1
8664,1,1,1,0
8637,0,1,0,1
8421,0,0,0,0
5739,1,1,1,1
31259,1,1,1,1
21983,1,1,1,1
7984,1,1,0,1
6102,1,1,1,1
27690,0,0,0,0
3170,0,0,0,0
9817,1,1,1,1
20879,1,1,1,1
14152,0,0,0,0
18825,1,1,1,1
13361,0,0,0,0
7545,0,0,0,0
10035,0,0,0,0
19395,1,1,1,1
28302,1,1,0,1
7338,0,0,0,0
418,1,0,0,0
16504,1,1,1,1
2008,1,1,1,1
33442,0,0,0,0
19573,1,1,1,1
372,1,1,1,1
7779,1,1,1,1
14,0,0,0,0
18401,0,0,0,0
11130,1,1,1,1
10090,0,1,1,1
26128,0,0,0,0
4770,1,1,1,1
2243,0,0,0,0
14570,1,0,1,1
8697,0,0,0,0
8506,1,1,0,1
13353,1,1,1,1
8211,0,0,1,1
31637,0,0,0,0
10644,1,1,1,1
15177,1,1,1,1
20145,1,1,1,1
704,1,1,0,0
357,1,0,1,1
4612,1,1,1,1
18298,0,0,0,0
16354,0,0,0,0
26799,0,0,0,0
1112,0,1,1,1
29087,0,0,0,0
29302,1,1,1,1
25742,0,0,0,0
21098,0,0,0,0
15481,0,0,0,0
16201,1,1,1,1
15710,1,1,1,1
19911,0,0,0,0
12307,1,1,1,1
29318,0,0,0,0
28089,1,0,0,1
12850,0,0,1,0
23345,0,0,0,0
29118,1,1,1,1
914,0,0,0,1
1590,1,1,1,1
23635,0,0,0,0
31159,0,0,0,1
22636,1,1,0,1
10585,0,0,0,0
27298,1,1,1,1
7791,1,1,1,1
22170,1,1,1,1
10624,1,1,1,1
29261,1,1,1,1
13849,0,0,0,0
25345,1,0,1,1
31794,1,1,1,1
15888,1,1,1,1
6526,0,1,1,0
8024,1,1,1,0
26610,1,1,1,1
7130,1,1,1,1
23457,1,1,1,1
21740,1,0,0,1
52,0,0,0,0
22845,1,1,1,1
28702,1,0,1,1
2757,1,1,1,1
4516,0,0,0,0
1749,1,1,1,1
12338,1,1,1,1
31171,0,0,0,0
5218,1,1,1,1
14491,1,1,1,1
22181,0,0,0,0
7818,1,0,1,1
3404,1,1,1,0
16502,1,0,1,1
22061,0,0,0,0
15867,0,0,0,0
21886,1,1,1,1
12704,1,1,1,1
6264,1,1,1,1
17242,1,1,1,1
5230,0,0,0,1
23342,0,0,0,0
6454,0,0,0,0
6560,1,1,1,1
16095,1,1,1,1
14690,1,1,1,1
2379,0,0,0,0
7625,1,1,1,1
20757,0,0,0,0
30183,1,1,1,1
15489,0,0,0,0
3304,1,1,1,1
10877,1,0,0,0
28176,1,0,1,1
13753,0,0,0,0
17150,1,0,1,1
13247,1,1,1,1
6020,1,1,1,1
28852,1,1,1,1
20382,0,0,0,0
29077,1,1,1,1
12544,1,1,1,1
18598,1,1,1,1
22090,0,0,0,0
16128,1,1,1,1
15330,0,0,0,0
145,1,1,1,1
21182,0,0,0,0
25260,1,1,1,1
11131,0,0,0,0
33330,0,0,0,0
25497,1,1,1,1
32596,0,1,0,0
9089,1,0,0,0
8617,0,0,0,0
6768,1,1,1,1
27119,1,1,1,1
29506,1,1,1,1
24760,1,1,1,1
1688,0,0,0,0
15531,1,1,1,1
11757,1,1,1,1
20600,0,0,0,0
21301,0,0,0,1
24159,1,1,1,1
16009,0,0,0,0
32098,1,1,1,1
21838,0,0,0,0
11913,1,1,1,1
33519,1,1,1,1
29123,0,0,0,0
2027,0,1,1,0
19308,1,1,1,1
31914,0,0,0,0
3438,1,1,0,1
11079,0,0,0,0
17246,0,1,0,0
9149,0,0,0,0
997,0,0,0,0
4400,1,1,1,1
32351,1,1,1,1
29961,0,0,0,0
8736,1,1,1,1
32978,0,0,0,0
10988,1,1,1,1
22711,1,1,1,1
11645,1,1,1,1
22892,1,1,1,1
12917,0,0,0,0
31880,0,0,0,0
8311,0,0,0,0
10650,0,0,0,0
32310,0,0,0,0
7659,1,0,0,0
6433,1,1,1,1
14181,0,0,0,0
4572,1,1,1,1
27058,0,0,0,1
2955,1,1,1,1
19626,0,0,0,0
21913,0,0,0,0
19793,0,0,0,0
2390,1,1,1,1
1939,1,1,0,0
32817,1,0,1,1
30988,1,1,1,1
25618,1,1,1,1
14397,1,1,0,0
23340,0,0,0,0
10234,0,0,0,0
10399,0,0,0,0
29437,1,0,1,1
28129,1,1,1,1
24819,0,0,0,0
32544,1,1,1,1
17345,1,0,0,1
32203,0,0,0,0
23352,1,1,1,1
23120,1,1,1,1
9610,0,0,0,0
8391,0,0,0,0
5606,0,0,0,0
30993,1,1,1,1
27778,1,1,1,1
15310,1,1,1,1
11466,1,1,1,1
32497,1,0,0,1
19535,0,0,0,0
23691,0,0,0,0
6820,0,0,0,0
26523,1,1,1,1
25979,0,0,0,0
14667,0,0,0,0
15172,0,0,0,0
23049,0,0,0,0
501,1,1,1,1
18748,0,1,0,0
18617,0,0,0,0
4644,1,1,1,1
14854,1,1,1,1
16979,0,0,0,0
22115,0,0,0,0
17247,1,1,1,1
5005,1,1,1,1
15482,1,1,1,1
1236,0,0,0,0
14110,1,1,1,1
24664,0,0,0,0
9363,1,0,1,0
13348,1,1,1,1
23570,0,0,0,0
1874,0,1,0,0
15929,1,1,1,1
20092,0,0,0,0
31630,0,0,0,0
7058,0,0,0,0
12280,1,1,1,1
31107,0,0,0,0
18654,1,1,1,1
26720,0,0,0,0
2989,0,0,0,0
31738,1,1,1,0
23713,1,1,1,1
2739,0,0,0,0
6985,0,0,0,0
27915,1,1,1,1
29995,0,0,0,0
29424,0,0,0,0
7693,1,1,0,1
1865,0,0,0,0
8005,1,1,1,1
23101,0,0,0,0
5939,0,0,0,0
234,1,1,1,1
27160,0,0,0,0
8862,1,1,1,1
8671,0,0,1,0
13220,0,0,1,1
15525,0,0,0,0
8288,0,0,0,0
8811,1,0,0,1
2536,1,1,1,1
26239,1,0,1,0
27868,0,1,1,0
12410,0,0,0,0
14341,0,0,0,0
21876,1,1,1,1
23773,1,0,1,1
29652,1,1,1,1
28567,0,0,0,0
10510,1,1,1,1
14604,0,0,1,0
24083,0,0,1,1
6023,1,1,1,1
2828,0,0,0,0
20154,1,1,1,1
20602,1,1,1,1
17906,1,1,1,1
32623,0,0,0,0
10024,0,0,0,0
28632,1,1,1,1
31866,0,1,1,1
20800,0,0,0,0
10891,1,1,1,1
30148,0,0,1,0
10085,1,0,0,0
24392,1,1,1,1
30340,0,0,1,0
13295,0,0,0,0
11474,1,1,1,1
370,1,0,0,1
9355,0,0,0,0
29723,0,0,0,0
27251,0,0,0,0
32631,0,0,0,0
27008,1,0,0,0
967,1,1,1,0
22029,0,1,1,0
4360,1,1,1,1
9724,0,0,0,0
22691,0,1,1,0
26901,0,0,1,1
26177,0,0,0,0
13642,1,1,1,1
1742,0,0,0,0
20954,0,0,0,0
5482,1,1,1,1
14126,0,0,0,0
3089,1,1,1,1
7035,0,0,0,0
26990,0,0,0,0
2923,1,0,1,1
12681,0,0,0,0
23277,1,1,1,1
9138,1,1,1,1
16819,0,0,0,1
8785,0,0,0,0
32329,1,1,1,1
3062,1,1,1,1
3929,0,1,1,1
23354,0,1,1,0
6186,0,0,0,0
26693,1,1,1,1
23851,1,1,1,1
2305,1,1,1,1
33462,1,0,1,1
18906,0,0,0,0
3728,1,1,1,1
19906,0,0,0,0
21310,0,0,0,0
3308,0,0,0,0
1119,0,0,0,0
22435,0,1,1,1
13556,1,1,0,0
13538,1,1,1,1
5331,1,1,1,1
25181,0,0,0,0
1049,0,0,0,0
14924,0,0,0,0
627,1,1,1,1
33308,1,1,1,1
7211,0,1,1,0
24191,1,1,1,1
10343,0,0,0,0
12848,0,0,0,0
7258,0,1,0,1
20885,1,1,1,1
21523,1,1,1,1
30609,0,0,0,0
11600,1,1,1,1
9828,0,0,0,0
15601,0,0,0,0
22956,1,1,1,1
13746,1,1,1,1
2775,0,0,0,0
19699,1,1,1,0
16747,0,1,1,0
9812,0,0,0,0
2906,0,0,0,0
29535,1,1,1,1
2994,1,0,0,1
27531,1,1,1,0
25369,0,0,0,0
31369,0,0,0,0
10412,1,1,1,0
1465,1,1,1,1
29669,0,0,0,0
15049,0,0,1,0
26516,0,1,0,0
29783,0,0,0,0
25182,1,0,1,1
11780,0,0,0,0
20455,1,1,1,1
26870,0,0,0,0
10819,1,1,1,1
14963,1,0,1,1
28373,0,0,0,0
19189,0,0,0,0
3127,1,0,1,1
24989,0,1,1,0
15351,0,0,0,0
19570,1,1,1,1
11384,1,1,1,1
11109,0,0,0,0
21403,1,1,1,1
2132,1,1,1,1
2924,0,0,0,0
6802,0,0,0,0
3624,1,1,1,1
3901,0,0,0,1
16333,1,1,1,1
13685,1,1,1,0
24948,1,1,1,1
14880,1,1,1,0
7955,0,0,0,0
30249,0,0,0,0
23225,1,1,1,1
20385,0,0,0,0
3528,1,1,1,1
30810,1,1,1,1
31685,1,1,1,1
4619,0,0,0,0
18060,0,0,0,0
27660,0,0,0,0
13629,1,1,1,1
20227,0,1,1,1
25049,0,0,0,0
8917,0,0,0,0
30872,1,1,1,1
11249,1,1,1,1
22238,1,1,1,1
12366,0,0,0,1
33693,1,1,1,1
32813,1,1,1,1
2640,1,0,1,1
11121,1,1,1,1
11400,0,0,0,0
24066,1,1,1,0
33687,0,1,0,0
5134,0,0,0,0
23552,1,1,1,1
10000,0,1,1,0
26964,1,0,1,0
21590,0,0,0,0
32883,0,0,0,0
14447,0,0,0,0
3795,1,1,1,1
31221,1,1,1,1
24512,1,1,1,1
7067,1,0,1,1
1155,1,1,1,1
6608,0,0,0,0
7835,1,1,1,1
26621,1,1,0,1
10178,0,0,0,0
14742,0,0,0,0
26968,0,0,0,0
19490,0,1,0,1
14516,0,0,0,0
32812,0,0,0,0
16606,0,0,0,0
24775,0,0,0,1
27667,0,0,0,0
14989,0,0,0,0
3399,0,0,0,0
5792,1,0,1,1
30912,0,0,0,0
3478,0,0,0,0
28909,1,1,1,1
8352,0,0,0,0
1233,1,1,1,1
17181,1,1,0,0
31274,0,0,0,0
30874,0,1,1,0
14781,1,1,1,0
15553,1,1,1,1
30198,0,1,1,0
32551,1,1,1,0
5001,0,0,0,0
4645,1,1,1,1
10606,0,1,1,0
15719,1,0,1,1
2599,1,1,1,1
18868,1,1,1,1
19337,0,0,0,0
9859,1,1,1,1
21175,0,0,0,0
29582,1,1,0,1
14195,1,1,1,1
4482,1,1,1,1
24464,0,0,0,1
29758,0,0,0,0
21944,0,0,1,1
3167,1,1,1,1
13992,1,1,1,1
20021,1,1,1,1
11816,0,0,0,0
20119,1,1,1,0
6316,0,0,0,0
7084,0,0,0,0
601,1,1,1,1
13357,1,0,1,1
19467,1,0,1,1
30210,1,1,1,1
14975,1,1,1,1
22617,0,0,0,0
8203,1,1,1,1
2154,0,0,0,0
6865,0,0,0,0
29768,1,1,1,1
12540,1,1,1,1
27866,0,1,1,0
29310,0,0,1,1
24455,1,1,1,1
14529,1,1,1,0
9517,0,0,0,0
33071,0,1,0,0
5303,1,1,1,1
14862,1,0,1,1
29346,0,0,0,0
6903,1,1,1,1
27173,0,0,0,0
20561,0,1,0,0
22312,1,0,1,1
1366,0,0,0,0
18513,1,0,0,1
33375,1,1,1,1
30406,0,0,0,0
15382,1,1,1,1
28622,0,0,0,0
8357,1,1,1,1
27958,1,1,1,1
32919,0,0,0,0
27290,0,0,0,0
3519,0,1,1,0
2611,1,1,1,1
19477,0,0,0,0
33291,1,1,1,1
1701,1,1,1,1
13376,1,1,1,1
6543,1,1,1,1
23451,0,0,1,0
13069,0,0,0,0
26661,1,1,1,1
8925,0,0,0,0
19397,0,0,0,0
16589,0,0,0,1
16094,0,0,0,0
25290,1,0,1,1
24691,1,1,1,1
29235,0,0,0,0
22762,0,0,0,0
5171,1,1,1,1
12587,0,0,0,0
23444,1,1,1,1
9120,1,1,1,1
32814,1,1,1,1
32718,0,0,0,0
2774,0,0,0,1
3618,0,0,0,0
16074,0,1,1,1
22165,0,0,0,0
17938,1,0,0,0
11963,1,1,1,1
23287,0,0,0,0
28771,0,0,0,0
11097,0,1,1,0
27483,0,0,0,0
21315,1,1,1,1
1407,1,1,1,1
12302,1,0,0,0
17849,1,1,1,1
1138,0,1,0,0
29544,0,0,0,0
28723,0,0,0,0
9118,1,1,1,1
3303,1,1,1,1
15632,1,0,1,0
30234,1,1,1,1
24010,1,1,0,0
3085,0,0,0,0
31346,0,1,1,0
17674,0,0,0,0
7068,1,1,1,1
33460,0,0,0,0
25344,1,1,1,1
29141,0,0,0,0
25343,1,1,1,1
23897,0,0,0,1
26845,1,1,1,1
33184,0,0,0,0
9794,1,1,1,1
23030,1,1,1,1
12448,0,0,0,0
28778,1,0,0,0
12859,1,1,1,1
22475,1,1,0,0
3101,1,1,1,1
16512,1,1,1,1
2649,1,1,1,1
30283,0,0,0,0
3859,1,0,0,1
2218,0,1,1,0
8167,0,0,0,0
31640,0,1,1,1
16650,0,0,0,0
23433,0,0,0,0
9156,1,1,1,1
2261,1,1,1,0
31267,1,1,1,1
28291,1,1,0,1
32151,0,0,0,0
33034,0,0,0,0
18509,1,1,1,1
22576,0,0,0,0
5426,1,1,1,1
26633,1,1,1,1
4398,1,1,0,1
4493,1,1,1,1
21276,1,1,1,1
345,0,0,0,0
2881,0,1,1,0
1154,0,0,0,0
7908,1,1,1,1
4927,0,0,0,0
544,1,1,0,1
22848,0,0,0,0
8042,0,0,0,0
18013,1,1,1,1
12675,0,1,0,0
20351,1,1,1,1
19327,1,1,1,1
22401,1,1,1,1
1228,1,1,1,1
13701,1,1,1,1
10520,0,0,0,0
8388,1,1,1,1
9241,0,0,0,0
24285,0,0,0,0
17541,1,1,1,1
26176,1,1,1,1
22737,1,1,1,1
17690,1,1,1,1
24194,1,1,1,1
24514,1,1,0,0
11247,1,1,1,1
20099,1,1,1,1
25464,0,0,0,0
14018,0,0,0,0
10641,0,0,0,0
15604,1,0,1,1
3046,0,0,1,1
18917,0,0,0,0
18757,0,0,0,0
16174,1,1,1,1
27983,0,0,0,0
25863,0,0,0,0
2565,1,1,1,1
5817,1,1,1,1
9809,0,0,0,0
15990,1,1,1,0
6908,0,0,0,0
1979,1,1,1,1
7451,1,1,1,1
26360,0,0,0,0
5677,1,1,1,1
22782,0,0,0,0
12227,1,1,1,1
14644,0,0,0,0
11859,0,0,1,0
20792,0,0,0,0
33503,1,1,1,1
20969,0,0,0,0
20142,0,0,0,0
28080,1,1,1,1
21507,0,0,1,1
19086,1,1,1,1
15902,0,0,0,0
33114,0,0,0,0
11416,0,0,0,0
140,0,0,0,0
32775,1,1,1,1
10493,0,0,0,0
29755,0,0,0,0
29155,0,0,1,1
7739,1,1,1,1
29826,0,1,1,1
31939,0,0,0,0
16725,1,1,1,1
22164,0,0,0,0
2091,0,0,0,0
17051,1,1,1,1
15169,0,0,1,1
32258,1,1,1,1
7742,1,1,1,1
2552,1,1,1,1
22151,0,0,0,0
19306,1,1,1,1
27718,1,1,1,1
17152,1,1,1,0
12459,1,1,1,0
33638,1,1,1,1
11995,1,0,0,1
17103,1,1,1,1
27302,1,1,1,0
27616,1,1,1,1
25577,0,0,0,0
31937,0,1,0,0
1140,0,0,0,0
13415,1,1,1,1
10816,1,1,1,1
31028,1,1,1,1
10892,0,0,0,0
18599,1,1,1,1
20001,0,0,0,1
20987,0,0,0,0
26916,0,0,0,0
21619,1,1,1,1
17314,0,1,0,0
1111,0,1,0,0
7052,0,0,1,0
21431,0,0,0,0
18291,0,0,0,0
27850,0,0,0,0
32085,0,0,0,0
16430,1,1,1,1
24111,0,0,0,0
12440,0,0,0,0
20282,1,1,1,1
21364,0,0,0,0
7241,0,0,0,0
18760,0,0,0,0
19614,1,0,0,0
26553,0,0,0,0
17116,1,1,1,1
6126,1,1,1,1
30530,0,0,0,0
23240,1,1,1,1
268,0,0,0,0
7069,0,0,0,0
12788,0,0,0,0
31445,0,0,0,0
32447,1,1,1,1
28500,1,1,1,1
20625,1,1,1,0
28410,1,1,1,1
18435,1,1,1,1
14399,1,1,1,1
9841,1,1,1,1
8463,1,1,1,1
30167,1,1,1,1
470,1,1,1,1
15242,0,0,0,0
17463,0,0,0,0
17128,0,0,0,0
8015,0,0,0,0
23995,0,0,0,0
18857,1,1,1,1
27045,0,0,0,0
22220,1,0,0,0
5683,0,0,0,0
13547,0,0,0,0
27551,1,1,1,1
22253,0,1,1,0
26771,0,0,0,0
24516,1,0,1,1
14666,1,1,1,1
3112,0,0,0,0
14314,0,0,0,0
30117,0,0,0,0
8656,1,1,1,1
26299,1,1,1,1
1043,1,1,1,1
25147,1,1,1,1
28910,1,1,1,1
12618,1,1,1,1
23127,1,1,1,1
9031,0,1,0,0
8210,1,1,1,0
8209,0,0,0,0
13704,0,1,1,0
22157,1,1,1,1
33606,1,1,1,1
19879,0,0,0,0
12425,0,0,0,0
18635,1,1,1,1
8231,1,0,1,1
32343,1,0,1,1
24573,0,0,0,0
14820,1,1,1,1
16633,0,0,0,0
32380,1,1,1,1
31855,1,1,1,1
23060,1,1,1,1
22399,1,0,0,0
12715,1,1,1,1
33122,1,1,1,0
3827,1,1,1,1
14319,1,0,1,1
22996,1,1,0,1
11357,1,1,1,1
7581,0,0,0,0
3461,1,1,1,0
11693,1,1,1,1
30633,0,0,0,0
26903,1,1,1,1
16899,0,0,0,0
17123,0,0,0,0
5786,1,1,1,1
14679,0,0,0,0
32951,1,1,1,1
30656,1,1,1,1
8369,0,0,0,0
2118,1,1,1,1
7144,1,0,0,1
5419,0,0,0,0
11801,0,0,1,1
27619,1,1,1,1
26630,0,0,0,0
16147,0,0,0,0
821,1,1,1,1
25399,0,0,0,0
17666,1,1,1,0
33373,1,1,1,1
3029,1,1,1,1
17120,0,0,0,1
9748,1,1,1,1
24796,0,0,0,0
30147,0,0,0,1
16944,0,0,0,0
16375,0,0,1,0
3094,1,1,1,1
32474,0,0,0,0
5296,0,0,0,0
15585,0,0,0,0
8874,1,1,1,1
19032,1,1,1,1
13151,1,1,1,1
7989,1,1,1,1
22578,1,1,1,1
26321,1,1,1,1
9835,1,1,1,0
14801,1,1,1,1
21725,0,0,0,0
28142,0,0,0,0
32511,1,1,1,1
27270,1,1,1,1
11468,0,1,1,0
16860,0,0,0,0
31639,1,1,1,1
28888,1,1,1,1
29289,1,1,1,1
27948,1,1,1,1
22304,0,0,1,0
10760,1,1,1,0
30071,0,0,1,1
7987,0,0,0,0
5541,1,1,1,1
19127,0,0,0,0
16382,0,0,0,0
12315,1,0,0,1
31858,1,1,1,1
5169,1,1,1,1
31149,0,0,0,0
32111,1,1,1,1
15913,1,1,1,1
9524,0,0,0,0
31376,0,0,0,0
29729,1,1,1,1
1337,1,1,1,1
18192,0,0,0,0
9758,1,1,1,1
25648,1,1,1,1
30788,0,0,1,1
5568,1,1,1,1
18466,0,0,0,0
23187,1,1,1,1
13242,0,1,1,0
21120,1,1,1,1
5390,1,1,0,1
10786,0,0,0,0
27103,0,0,0,0
23281,0,0,0,0
19686,1,1,1,0
27592,0,0,0,0
797,1,1,1,1
26601,1,1,1,1
21356,0,0,0,0
24974,1,1,0,1
6534,1,0,0,1
14227,0,0,0,0
10117,1,1,1,1
7407,0,0,0,0
9736,0,0,0,0
21671,1,1,1,1
11762,0,0,0,0
9991,1,1,1,1
5448,0,0,0,0
19672,0,0,0,1
17329,0,0,0,0
8832,0,0,0,0
25710,1,0,0,1
27326,0,0,0,0
25454,1,1,1,1
1055,1,1,1,1
14661,1,1,1,1
550,0,0,0,0
30603,1,1,1,1
33486,0,0,0,0
22051,1,1,1,1
26645,0,0,0,0
2528,1,1,1,1
10927,1,1,1,1
15922,0,1,1,1
4696,1,1,1,1
6286,0,0,0,0
20828,0,0,0,0
2227,1,1,1,1
23417,0,0,0,0
1090,1,1,1,1
4276,0,0,0,0
28391,1,1,1,1
13196,0,0,0,0
32034,1,1,1,1
758,1,1,1,1
11044,1,0,1,1
14925,1,1,0,1
21027,1,1,1,1
3889,0,0,0,0
32107,1,1,1,1
13394,1,1,1,1
10958,1,1,1,1
19928,1,1,1,1
23614,0,0,1,0
5877,0,0,1,0
893,0,1,0,1
11819,1,1,1,1
15898,0,0,0,0
21726,0,0,0,0
4629,0,0,1,0
21825,0,0,0,0
21034,0,0,0,0
12355,0,0,0,0
20307,0,0,0,0
30797,1,1,1,1
1318,1,1,1,1
26976,0,0,0,0
5189,1,1,1,1
29449,1,1,1,1
15701,0,0,0,0
23426,0,0,0,0
25789,0,0,0,0
28257,1,1,1,1
13102,0,0,1,0
18557,1,1,1,1
29238,1,1,1,1
30304,1,1,1,1
9055,0,0,0,0
30606,1,1,1,0
7937,0,0,0,0
8431,0,0,0,0
31328,0,0,0,0
10010,0,0,0,0
9691,1,1,1,1
23721,1,1,1,1
29615,1,1,1,1
16202,0,1,0,0
21241,1,1,1,1
18290,1,1,1,1
16980,0,0,0,0
5714,1,1,1,1
21524,0,0,0,0
24550,1,1,1,1
15749,0,1,0,1
31755,1,1,1,1
1583,1,0,1,1
24362,0,0,0,0
21140,1,1,1,1
4141,0,0,0,0
11881,1,0,0,0
10833,1,1,1,1
5345,0,0,0,0
25819,1,1,1,0
12098,0,0,0,0
30261,0,0,0,0
8961,1,1,1,1
30720,1,0,1,0
19811,1,1,1,1
19390,1,1,1,1
16624,1,1,1,1
6006,0,0,0,0
17802,0,0,0,0
19072,1,1,1,1
17378,1,1,1,1
28496,1,0,0,1
7497,1,1,1,1
7131,1,1,1,1
23217,0,0,0,0
24742,1,1,1,1
2770,1,1,1,1
27630,1,1,1,1
22685,0,0,0,0
4123,1,1,1,1
19880,1,1,1,1
2152,0,0,0,0
29383,0,0,0,0
24679,0,0,0,0
30381,1,1,1,1
2878,1,1,1,1
18152,1,1,1,1
30537,1,1,1,0
30331,0,0,0,0
26191,1,1,1,1
22913,0,1,1,0
13258,0,0,0,0
7732,0,0,0,0
7837,0,1,1,0
21285,0,0,0,0
830,1,1,1,1
15349,0,0,0,0
7190,1,1,1,1
7027,1,0,0,0
29565,1,1,1,1
20616,1,1,1,1
26278,0,0,0,0
22059,0,0,0,0
11709,0,0,0,0
25573,1,1,1,1
11055,1,1,1,1
1218,1,1,1,1
30292,0,0,0,0
41,1,1,1,1
4432,0,0,0,0
22290,1,1,1,1
30100,1,1,1,1
18335,1,0,0,0
9945,0,0,0,0
31631,0,0,0,0
18187,1,1,1,0
14901,0,0,0,0
32975,0,0,0,0
21631,1,1,1,1
14054,1,1,1,1
32148,1,1,1,1
18747,1,1,1,1
31925,1,1,1,1
6573,1,1,1,1
33411,0,0,0,0
5894,1,1,1,1
33077,0,0,1,0
28297,1,0,1,0
8062,1,1,1,1
3042,0,0,0,0
3322,1,1,1,1
9769,0,0,0,0
31116,0,0,0,0
10976,1,1,1,1
29721,1,1,1,1
23970,0,0,0,0
26512,0,0,0,0
29763,0,1,1,0
3501,1,1,1,1
21084,1,1,1,1
1406,0,0,0,0
20311,0,0,0,0
13852,1,0,1,1
18422,0,1,1,0
10193,0,0,0,0
4127,0,0,0,0
25575,1,1,1,1
18568,0,1,1,1
19526,1,1,1,1
24219,0,0,0,0
16416,0,0,0,0
26203,0,0,1,1
1948,0,0,0,0
2095,1,0,1,1
25617,0,0,0,0
2491,0,0,1,1
26421,0,0,0,0
29488,1,1,1,1
9546,0,0,0,0
21185,0,1,1,0
5993,1,1,1,1
650,0,0,1,0
1134,1,1,1,1
2103,1,0,1,1
13799,1,1,0,0
9766,0,0,0,0
27875,0,0,1,1
18239,1,0,1,1
28365,0,0,0,1
12124,1,1,1,1
22419,0,0,0,0
12600,1,1,1,1
14131,1,1,1,1
10619,1,1,1,1
1259,0,0,0,0
855,0,1,1,0
8746,0,0,0,0
30927,1,1,1,1
18638,1,1,1,0
13158,0,0,0,0
33393,1,1,1,1
4784,0,1,0,0
8910,1,1,1,1
18930,0,0,0,0
26455,1,1,1,1
20844,1,1,1,1
19213,1,1,1,1
29102,0,1,0,1
26902,0,0,0,0
29658,1,1,1,1
25394,0,0,0,0
16898,0,0,0,0
18424,0,0,1,1
9694,1,1,0,1
14787,0,0,0,0
23817,0,0,0,0
16677,1,1,1,1
3299,1,1,1,1
16275,0,0,0,0
29081,1,1,1,1
3632,0,1,0,0
7470,1,1,1,1
15851,1,1,1,1
18494,0,0,0,0
30529,0,0,0,0
3669,1,1,1,1
3123,1,1,1,1
12071,0,1,0,0
8922,0,0,0,0
11763,0,0,0,0
9627,1,1,1,1
18325,0,0,0,0
12423,1,1,1,1
15882,1,1,1,1
31883,1,1,1,1
521,1,1,1,1
11650,0,0,0,0
14696,0,0,0,0
2760,1,1,1,1
27238,0,0,0,0
16710,1,0,0,0
33717,0,0,0,0
27610,0,0,0,0
19789,1,0,0,0
12132,0,0,0,0
15115,1,1,0,1
5481,1,1,1,1
15677,1,1,1,1
29368,1,1,1,1
28921,0,0,0,0
17312,1,1,1,1
1016,0,0,0,0
23404,1,1,1,1
3924,0,0,1,1
27895,1,1,1,1
26418,1,1,1,1
2854,1,0,0,0
24303,0,0,0,0
7760,1,1,1,1
26353,1,0,1,1
4723,1,1,1,0
9026,0,0,0,0
5528,1,1,1,1
22588,0,0,0,0
23178,0,0,0,0
5652,0,0,0,0
12659,0,0,0,0
27478,0,0,0,0
